Learning Rate	Train Loss	Train Acc	Test Loss	Test Acc	Best Acc (Test).	Elasped(s)	EpochTime(s)	ETA(s)	VRAM_used(MB)	VRAM_total(MB)	VRAM_util(%)	VRAM_peak_alloc(MB)	VRAM_peak_reserved(MB)	
0.000100	0.000114	1.000000	0.665953	0.845427	0.863515	16045.505593	88.978116	2943.258422	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000125	1.000000	0.655009	0.847688	0.863515	16140.139399	89.164815	2848.259894	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000109	1.000000	0.652428	0.846043	0.863515	16234.925088	89.159906	2753.291389	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000107	1.000000	0.657341	0.842138	0.863515	16329.763121	89.628493	2658.333531	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000118	1.000000	0.678336	0.833505	0.863515	16425.176765	90.114470	2563.466894	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000133	1.000000	0.653639	0.843165	0.863515	16520.429130	89.937876	2468.569870	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000105	1.000000	0.658184	0.846865	0.863515	16615.014632	89.370465	2373.573519	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000101	1.000000	0.655192	0.848304	0.863515	16711.356229	91.109460	2278.821304	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000118	1.000000	0.624863	0.848099	0.863515	16806.412297	89.353586	2183.884084	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000104	1.000000	0.648359	0.847276	0.863515	16900.132187	88.491557	2088.780383	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000125	1.000000	0.630180	0.848510	0.863515	16995.046283	89.996186	1993.832246	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000121	1.000000	0.644565	0.848921	0.863515	17089.457405	89.553233	1898.828601	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000141	1.000000	0.661049	0.842549	0.863515	17184.470582	90.134528	1803.894702	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000106	1.000000	0.676781	0.844399	0.863515	17278.178742	88.777052	1708.830865	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000104	1.000000	0.651894	0.847482	0.863515	17372.909308	89.776998	1613.876821	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000100	1.000000	0.674826	0.846660	0.863515	17467.084967	89.338145	1518.876954	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000129	1.000000	0.686036	0.844810	0.863515	17561.966474	89.885209	1423.943228	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000120	1.000000	0.648605	0.841316	0.863515	17656.301443	89.456017	1328.968926	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000089	1.000000	0.647713	0.842754	0.863515	17749.934112	88.629408	1233.952639	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000125	1.000000	0.642440	0.846660	0.863515	17844.466805	89.503266	1139.008519	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000113	1.000000	0.685048	0.841932	0.863515	17938.654907	89.390440	1044.048698	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000112	1.000000	0.669048	0.838849	0.863515	18033.469421	89.644596	949.129970	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000108	1.000000	0.639904	0.841727	0.863515	18127.953655	89.130053	854.196769	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000114	1.000000	0.677161	0.840904	0.863515	18223.323214	90.172242	759.305134	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000127	1.000000	0.654264	0.841521	0.863515	18318.370568	89.642140	664.396860	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000108	1.000000	0.647331	0.843577	0.863515	18413.041404	89.324661	569.475507	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000103	1.000000	0.617793	0.843371	0.863515	18506.605355	88.384054	474.528342	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000098	1.000000	0.651710	0.837616	0.863515	18601.299754	89.505239	379.618362	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000081	1.000000	0.661262	0.838643	0.863515	18695.846213	89.057449	284.708318	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000123	1.000000	0.684476	0.843988	0.863515	18791.224628	89.717881	189.810350	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000110	1.000000	0.677387	0.845427	0.863515	18884.904470	88.468606	94.899017	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000092	1.000000	0.643879	0.841521	0.863515	18979.505708	89.248736	0.000000	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
