Learning Rate	Train Loss	Train Acc	Test Loss	Test Acc	Best Acc (Test).	Elasped(s)	EpochTime(s)	ETA(s)	VRAM_used(MB)	VRAM_total(MB)	VRAM_util(%)	VRAM_peak_alloc(MB)	VRAM_peak_reserved(MB)	
0.000100	0.000122	1.000000	0.765993	0.757451	0.793834	12766.799329	89.734727	6288.125042	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000136	1.000000	0.709820	0.763207	0.793834	12860.946326	88.948467	6192.307490	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000119	1.000000	0.741075	0.760740	0.793834	12955.896041	89.687693	6096.892254	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000153	1.000000	0.759774	0.750257	0.793834	13051.521320	90.238355	6001.794475	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000181	1.000000	0.738395	0.742240	0.793834	13146.043563	89.342965	5906.193485	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000122	1.000000	0.742382	0.764234	0.793834	13241.269842	90.046047	5810.916981	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000140	1.000000	0.779149	0.745324	0.793834	13336.423537	90.017465	5715.610087	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000142	1.000000	0.752992	0.759918	0.793834	13430.915877	89.081745	5620.028629	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000133	1.000000	0.741589	0.763823	0.793834	13525.054103	88.764906	5524.317873	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000194	1.000000	0.804876	0.751490	0.793834	13621.125837	90.556577	5429.399809	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000132	1.000000	0.744163	0.744707	0.793834	13716.634849	90.173533	5334.246886	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000128	1.000000	0.714485	0.768551	0.793834	13811.824510	89.868440	5238.967918	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000113	1.000000	0.744607	0.751696	0.793834	13905.569499	88.647310	5143.155842	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000125	1.000000	0.753805	0.752518	0.793834	13999.856485	88.743980	5047.567304	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
